All Transactions Announced Date,Target/Issuer,Transaction Types,Transaction Status,Buyers/Investors,Sellers/Sponsor,CIQ Transaction ID,First Trade Date [1/1/2015-12/7/2020] [Primary Listing] [Target/Issuer],Company Status [Target/Issuer]
02/12/2018,Nobelium Tech Corp.,Merger/Acquisition,Cancelled,Blockchain Royalty Corp.,Ocean Swell Inc.,IQTR552676992,"TSXV:NBL.H
Company: Nobelium Tech Corp.
(IQT330982263) - 4/15/2016",Operating
08/24/2017,Nobelium Tech Corp.,Merger/Acquisition,Cancelled,NextBlock Global Limited,Ocean Swell Inc.,IQTR535349039,"TSXV:NBL.H
Company: Nobelium Tech Corp.
(IQT330982263) - 4/15/2016",Operating
11/30/2020,Northern Genesis Acquisition Corp. (NYSE:NGA),Merger/Acquisition,Announced,The Lion Electric Co.,-,IQTR696716111,"NYSE:NGA
Company: Northern Genesis Acquisition Corp.
(IQT690768868) - 10/8/2020",Operating
05/29/2018,Norwick Capital Corp.,Merger/Acquisition,Closed,Converge Technology Solutions Corp. (TSXV:CTS),-,IQTR568468594,"TSXV:NWK.P
Company: Norwick Capital Corp.
(IQT558077723) - 5/2/2018",Acquired
09/29/2020,Novus Capital Corporation (NasdaqCM:NOVS),Merger/Acquisition,Announced,"AppHarvest, Inc.",-,IQTR690218491,"NasdaqCM:NOVS
Company: Novus Capital Corporation
(IQT671872135) - 6/12/2020",Operating
10/01/2020,Oaktree Acquisition Corp. (NYSE:OAC),Merger/Acquisition,Announced,"Hims, Inc.",-,IQTR690503075,"NYSE:OAC
Company: Oaktree Acquisition Corp.
(IQT629849778) - 9/13/2019",Operating
02/25/2019,"One World Pharma, Inc.",Merger/Acquisition,Closed,"One World Pharma, Inc. (OTCPK:OWPC)",-,IQTR604244423,"OTCPK:OWPC
Company: One World Pharma, Inc.
(IQT312288197) - 11/15/2018",Acquired
12/06/2018,"One World Pharma, Inc.",Merger/Acquisition,Closed,"One World Pharma, Inc. (OTCPK:OWPC)",-,IQTR594043931,"OTCPK:OWPC
Company: One World Pharma, Inc.
(IQT312288197) - 11/15/2018",Acquired
01/12/2016,"One World Pharma, Inc.",Merger/Acquisition,Closed,-,-,IQTR321980219,"OTCPK:OWPC
Company: One World Pharma, Inc.
(IQT312288197) - 11/15/2018",Acquired
07/27/2017,Origo Acquisition Corporation,Merger/Acquisition,Cancelled,Hightimes Holding Corp.,"EarlyBirdCapital, Inc.; Bulldog Investors, LLC; Fortress Biotech, Inc. (NasdaqCM:FBIO)",IQTR532450353,"OTCPK:OACQ.F
Company: Origo Acquisition Corporation
(IQT281281049) - 1/8/2015",Operating
12/19/2016,Origo Acquisition Corporation,Merger/Acquisition,Cancelled,"Aina Le'a, Inc.","EarlyBirdCapital, Inc.; Glazer Capital, LLC; AQR Capital Management, LLC; BIP GP LLC; Polar Asset Management Partners Inc.; Woodland Partners (NY); Pentwater Capital Management LP; Weiss Asset Management LP; Fortress Biotech, Inc. (NasdaqCM:FBIO)",IQTR413674256,"OTCPK:OACQ.F
Company: Origo Acquisition Corporation
(IQT281281049) - 1/8/2015",Operating
07/06/2020,Orisun Acquisition Corp.,Merger/Acquisition,Closed,Ucommune International Ltd (NasdaqCM:UK),"Karpus Management Inc.; Polar Asset Management Partners Inc.; Hudson Bay Capital Management LP; Weiss Asset Management LP; Periscope Capital Inc; Boothbay Fund Management, LLC; Everstone Investments LLC",IQTR675606639,"NasdaqCM:ORSN
Company: Orisun Acquisition Corp.
(IQT643203192) - 11/7/2019",Acquired
07/30/2019,Orletto Capital II Inc. (TSXV:OLT.P),Merger/Acquisition,Cancelled,"MiMedia, Inc.",-,IQTR631392229,"TSXV:OLT.P
Company: Orletto Capital II Inc.
(IQT565543021) - 8/29/2018",Operating
02/05/2019,Orletto Capital II Inc. (TSXV:OLT.P),Merger/Acquisition,Cancelled,Sigma Energy Storage Inc.,-,IQTR601211330,"TSXV:OLT.P
Company: Orletto Capital II Inc.
(IQT565543021) - 8/29/2018",Operating
06/04/2018,Osprey Energy Acquisition Corp.,Merger/Acquisition,Closed,Falcon Minerals Corporation (NasdaqCM:FLMN),-,IQTR569635418,"NasdaqCM:FLMN
Company: Osprey Energy Acquisition Corp.
(IQT429432596) - 9/8/2017",Acquired
07/16/2020,OV2 Investment 1 Inc.,Merger/Acquisition,Announced,"EasTower Group, Inc.",-,IQTR677387064,"TSXV:OVO.P
Company: OV2 Investment 1 Inc.
(IQT539029975) - 9/28/2017",Operating
07/30/2019,OV2 Investment 1 Inc.,Merger/Acquisition,Cancelled,Freightera Logistics Inc.,-,IQTR631480821,"TSXV:OVO.P
Company: OV2 Investment 1 Inc.
(IQT539029975) - 9/28/2017",Operating
04/24/2019,Owl Capital Corp.,Merger/Acquisition,Closed,Southern Empire Resources Corp. (TSXV:SMP),-,IQTR611535705,"TSXV:OCC.P
Company: Owl Capital Corp.
(IQT549974577) - 6/15/2018",Acquired
12/27/2016,Pacific Special Acquisition Corp.,Merger/Acquisition,Closed,"Borqs Technologies, Inc. (NasdaqCM:BRQS)","Westchester Capital Management, LLC; Zhengqi International Holding Limited",IQTR414472737,"NasdaqCM:BRQS
Company: Pacific Special Acquisition Corp.
(IQT315552874) - 11/5/2015",Acquired
10/21/2020,Panacea Acquisition Corp. (NYSE:PANA),Merger/Acquisition,Announced,Nuvation Bio Inc.,-,IQTR692657315,"NYSE:PANA
Company: Panacea Acquisition Corp.
(IQT672854463) - 8/26/2020",Operating
05/13/2020,Panorama Capital Corp. (TSXV:PANO.P),Merger/Acquisition,Announced,"Avisa Pharma, Inc.",-,IQTR667951640,"TSXV:PANO.P
Company: Panorama Capital Corp.
(IQT601447969) - 7/10/2019",Operating
09/03/2020,Papillon Holdings Plc,Merger/Acquisition,Announced,Kilimapesa Gold Pty Limited/Congo Gold SARL,-,IQTR686797774,"LSE:PPHP
Company: Papillon Holdings Plc
(IQT368929817) - 6/24/2016",Operating
05/18/2018,Papillon Holdings Plc,Merger/Acquisition,Announced,CarCloud Limited,-,IQTR630620882,"LSE:PPHP
Company: Papillon Holdings Plc
(IQT368929817) - 6/24/2016",Operating
09/09/2016,Papillon Holdings Plc,Merger/Acquisition,Cancelled,MYCLUBBETTING.COM Limited,-,IQTR537442023,"LSE:PPHP
Company: Papillon Holdings Plc
(IQT368929817) - 6/24/2016",Operating
01/16/2018,Percy Street Capital Corporation,Merger/Acquisition,Closed,LiveWell Canada Inc.,-,IQTR549712709,"TSXV:PSC.P
Company: Percy Street Capital Corporation
(IQT313027880) - 2/4/2016",Acquired
12/13/2016,Percy Street Capital Corporation,Merger/Acquisition,Cancelled,Bonne Holdings Inc.,-,IQTR412927833,"TSXV:PSC.P
Company: Percy Street Capital Corporation
(IQT313027880) - 2/4/2016",Acquired
08/31/2020,Perihelion Capital Ltd. (TSXV:PCL.P),Merger/Acquisition,Announced,Think Technologies Corp.,-,IQTR686420540,"TSXV:PCL.P
Company: Perihelion Capital Ltd.
(IQT600608619) - 2/19/2019",Operating
02/11/2019,Physinorth Acquisition Corporation Inc.,Merger/Acquisition,Closed,Premier Health of America Inc. (TSXV:PHA),-,IQTR601952404,"TSXV:PSN.P
Company: Physinorth Acquisition Corporation Inc.
(IQT547004903) - 1/14/2019",Acquired
08/27/2020,Pinehurst Capital I Inc. (TSXV:PHT.P),Merger/Acquisition,Announced,Silver Bullet Mines Inc.,-,IQTR685773390,"TSXV:PHT.P
Company: Pinehurst Capital I Inc.
(IQT586260801) - 6/7/2019",Operating
09/11/2020,Pinehurst Capital II Inc. (TSXV:PINH.P),Merger/Acquisition,Announced,1252201 B.C. Ltd.,-,IQTR688099462,"TSXV:PINH.P
Company: Pinehurst Capital II Inc.
(IQT586433175) - 6/7/2019",Operating
05/20/2019,Pivotal Acquisition Corp.,Merger/Acquisition,Closed,KLDiscovery Inc. (OTCPK:KLDI),-,IQTR614322502,"NYSE:PVT
Company: Pivotal Acquisition Corp.
(IQT584271692) - 3/25/2019",Acquired
09/18/2020,Pivotal Investment Corporation II (NYSE:PIC),Merger/Acquisition,Announced,"XL Hybrids, Inc.",-,IQTR688989486,"NYSE:PIC
Company: Pivotal Investment Corporation II
(IQT613229430) - 9/3/2019",Operating Subsidiary
06/04/2020,PKS Capital Corp. (TSXV:PKS.P),Merger/Acquisition,Announced,Horizon Gold Ltd,-,IQTR671191622,"TSXV:PKS.P
Company: PKS Capital Corp.
(IQT603228911) - 8/23/2019",Operating
09/04/2019,Platform Eight Capital Corp.,Merger/Acquisition,Closed,Blue Thunder Mining Inc. (TSXV:BLUE),-,IQTR635697812,"TSXV:BLUE
Company: Platform Eight Capital Corp.
(IQT549345527) - 2/12/2018",Acquired
04/25/2018,Platform Eight Capital Corp.,Merger/Acquisition,Cancelled,"GrowForce, Inc.",Kappa Advisors Ltd.,IQTR560481919,"TSXV:BLUE
Company: Platform Eight Capital Corp.
(IQT549345527) - 2/12/2018",Acquired
11/13/2018,Platinum Eagle Acquisition Corp.,Merger/Acquisition,Closed,Target Hospitality Corp. (NasdaqCM:TH),-,IQTR591215557,"NasdaqCM:EAGL
Company: Platinum Eagle Acquisition Corp.
(IQT548250320) - 3/8/2018",Acquired
04/27/2020,PLB Capital Corp. (TSXV:PLB.P),Merger/Acquisition,Closed,Kainantu Resources Limited,-,IQTR665736717,"TSXV:PLB.P
Company: PLB Capital Corp.
(IQT581064279) - 4/29/2019",Acquired
11/24/2017,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd. (OTCPK:POYN)",Merger/Acquisition,Closed,-,-,IQTR549245327,"OTCPK:POYN
Company: Po Yuen Cultural Holdings (Hong Kong) Co., Ltd.
(IQT272100053) - 6/10/2015",Operating
02/17/2016,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd. (OTCPK:POYN)",Merger/Acquisition,Closed,-,-,IQTR327765714,"OTCPK:POYN
Company: Po Yuen Cultural Holdings (Hong Kong) Co., Ltd.
(IQT272100053) - 6/10/2015",Operating
03/04/2016,POCML 3 Inc.,Merger/Acquisition,Closed,Neo Lithium Corp. (TSXV:NLC),-,IQTR327430923,"TSXV:NLC
Company: POCML 3 Inc.
(IQT281961204) - 2/24/2015",Acquired
05/15/2018,POCML 4 Inc.,Merger/Acquisition,Closed,MediPharm Labs Corp. (TSX:LABS),-,IQTR565278905,"TSXV:POCM.P
Company: POCML 4 Inc.
(IQT552467040) - 2/14/2018",Acquired
11/30/2020,POCML 5 Inc. (TSXV:PCML.P),Merger/Acquisition,Announced,-,-,IQTR696719747,"TSXV:PCML.P
Company: POCML 5 Inc.
(IQT581303207) - 1/11/2019",Operating
08/19/2020,Ponderous Panda Capital Corp. (TSXV:PPCC.P),Merger/Acquisition,Cancelled,iMD Health Global Corp.,-,IQTR684375224,"TSXV:PPCC.P
Company: Ponderous Panda Capital Corp.
(IQT554075547) - 4/24/2019",Operating
08/28/2019,Ponderous Panda Capital Corp. (TSXV:PPCC.P),Merger/Acquisition,Cancelled,Veridyne Power Corporation,-,IQTR634866952,"TSXV:PPCC.P
Company: Ponderous Panda Capital Corp.
(IQT554075547) - 4/24/2019",Operating
06/19/2018,Ponderous Panda Capital Corp. (TSXV:PPCC.P),Merger/Acquisition,Cancelled,Trait Biosciences Inc.,-,IQTR571269285,"TSXV:PPCC.P
Company: Ponderous Panda Capital Corp.
(IQT554075547) - 4/24/2019",Operating
11/09/2018,Predator Blockchain Capital Corp.,Merger/Acquisition,Closed,Highwood Oil Company Ltd. (TSXV:HOCL),-,IQTR590774201,"TSXV:PRED.P
Company: Predator Blockchain Capital Corp.
(IQT553300229) - 4/6/2018",Acquired
03/11/2020,Proficient Alpha Acquisition Corp.,Merger/Acquisition,Closed,Lion Group Holding Ltd. (NasdaqCM:LGHL),-,IQTR658164198,"NasdaqGM:PAAC
Company: Proficient Alpha Acquisition Corp.
(IQT623113775) - 6/21/2019",Acquired
08/25/2020,"Promecap Acquisition Company, S. A. B. de C. V.",Merger/Acquisition,Closed,"Grupo Acosta Verde, S.A. de C.V. (BMV:GAV A)",-,IQTR685761746,"BMV:PMCPAC A
Company: Promecap Acquisition Company, S. A. B. de C. V.
(IQT669187677) - 3/23/2018",Acquired
07/31/2020,PropTech Acquisition Corporation (NasdaqCM:PTAC),Merger/Acquisition,Announced,"Porch.com, Inc.",-,IQTR681299530,"NasdaqCM:PTAC
Company: PropTech Acquisition Corporation
(IQT650631646) - 1/13/2020",Operating
05/04/2020,Pure Acquisition Corp.,Merger/Acquisition,Closed,"HighPeak Energy, Inc. (NasdaqGM:HPK)",-,IQTR666551098,"NasdaqCM:PACQ.U
Company: Pure Acquisition Corp.
(IQT557236050) - 4/13/2018",Acquired
11/27/2019,Pure Acquisition Corp.,Merger/Acquisition,Cancelled,"HighPeak Energy, Inc. (NasdaqGM:HPK)",-,IQTR645795913,"NasdaqCM:PACQ.U
Company: Pure Acquisition Corp.
(IQT557236050) - 4/13/2018",Acquired
07/27/2020,Quantum Blockchain Technologies Ltd. (TSXV:QBC.P),Merger/Acquisition,Announced,Ocumetics Technology Corporation,-,IQTR679819635,"TSXV:QBC.P
Company: Quantum Blockchain Technologies Ltd.
(IQT562150918) - 9/4/2018",Operating
07/15/2019,Quantum Blockchain Technologies Ltd. (TSXV:QBC.P),Merger/Acquisition,Cancelled,Ordotek Incorporated,-,IQTR629581519,"TSXV:QBC.P
Company: Quantum Blockchain Technologies Ltd.
(IQT562150918) - 9/4/2018",Operating
08/31/2020,Quendale Capital Corp. (TSXV:QOC.P),Merger/Acquisition,Announced,Prairie Storm Energy Corp.,-,IQTR686421281,"TSXV:QOC.P
Company: Quendale Capital Corp.
(IQT555843161) - 6/11/2018",Operating
02/21/2017,Quinpario Acquisition Corp. 2,Merger/Acquisition,Closed,"Exela Technologies, Inc. (NasdaqCM:XELA)","Fir Tree Partners; Moore Capital Management, LP; Glazer Capital, LLC; BlueMountain Capital Management LLC; Polar Asset Management Partners Inc.; Arrowgrass Capital Partners LLP; Cowen Investment Management LLC; Periscope Capital Inc; Paloma Partners Management Company; Rotation Capital Management, LP",IQTR421331677,"NasdaqCM:QPAC
Company: Quinpario Acquisition Corp. 2
(IQT287408974) - 3/27/2015",Acquired
07/04/2016,Quinsam Opportunities I Inc.,Merger/Acquisition,Closed,Vitalhub Corp. (TSXV:VHI),-,IQTR371487170,"TSXV:QOP.P
Company: Quinsam Opportunities I Inc.
(IQT291511109) - 7/21/2015",Acquired
08/31/2015,Quinsam Opportunities I Inc.,Merger/Acquisition,Cancelled,Windward Holdings Inc.,"Quinsam Capital Corporation, Asset Management Arm",IQTR310389648,"TSXV:QOP.P
Company: Quinsam Opportunities I Inc.
(IQT291511109) - 7/21/2015",Acquired
10/01/2020,Rainy Hollow Ventures Inc. (TSXV:RHV.P),Merger/Acquisition,Announced,SPUD INC.,Ionic Securities Ltd.,IQTR690749767,"TSXV:RHV.P
Company: Rainy Hollow Ventures Inc.
(IQT555843012) - 5/31/2018",Operating
02/27/2020,Rainy Hollow Ventures Inc. (TSXV:RHV.P),Merger/Acquisition,Cancelled,Reciprocity Corp.,-,IQTR656551289,"TSXV:RHV.P
Company: Rainy Hollow Ventures Inc.
(IQT555843012) - 5/31/2018",Operating
10/01/2019,Rebel Capital 2.0 Corp. (TSXV:RBZ.P),Merger/Acquisition,Cancelled,Alzex Biomedical Group Inc.,-,IQTR639016311,"TSXV:RBZ.P
Company: Rebel Capital 2.0 Corp.
(IQT556169525) - 11/26/2018",Operating
11/27/2019,Rebel Capital Inc.,Merger/Acquisition,Closed,Electric Royalties Ltd. (TSXV:ELEC),-,IQTR645836471,"TSXV:ELEC
Company: Rebel Capital Inc.
(IQT541712037) - 11/6/2017",Acquired
07/11/2019,Rebel Capital Inc.,Merger/Acquisition,Cancelled,Springhurst Capital Holdings Inc.,-,IQTR634816134,"TSXV:ELEC
Company: Rebel Capital Inc.
(IQT541712037) - 11/6/2017",Acquired
06/14/2018,Rebel Capital Inc.,Merger/Acquisition,Cancelled,Spektra Drilling Canada Inc.,-,IQTR570840562,"TSXV:ELEC
Company: Rebel Capital Inc.
(IQT541712037) - 11/6/2017",Acquired
06/02/2020,Red River Capital Corp. (TSXV:XBT.P),Merger/Acquisition,Announced,Bitcoin Solutions,-,IQTR670906372,"TSXV:XBT.P
Company: Red River Capital Corp.
(IQT554861414) - 7/30/2018",Operating
10/13/2020,Replay Acquisition Corp. (NYSE:RPLA),Merger/Acquisition,Announced,Finance of America Equity Capital LLC,-,IQTR691583415,"NYSE:RPLA
Company: Replay Acquisition Corp.
(IQT610678006) - 4/18/2019",Operating
01/31/2018,Revelstoke Equity Inc.,Merger/Acquisition,Closed,Zonetail Inc. (TSXV:ZONE),-,IQTR573812965,"TSXV:REQ.H
Company: Revelstoke Equity Inc.
(IQT301043918) - 8/18/2015",Acquired
01/05/2017,Revelstoke Equity Inc.,Merger/Acquisition,Cancelled,EnerCube Switchgear Systems Inc.,-,IQTR415241043,"TSXV:REQ.H
Company: Revelstoke Equity Inc.
(IQT301043918) - 8/18/2015",Acquired
09/16/2015,Revelstoke Equity Inc.,Merger/Acquisition,Cancelled,Zonetail Inc. (TSXV:ZONE),-,IQTR415241009,"TSXV:REQ.H
Company: Revelstoke Equity Inc.
(IQT301043918) - 8/18/2015",Acquired
02/25/2020,Rider Investment Capital Corp.,Merger/Acquisition,Closed,Baselode Energy Corp. (TSXV:FIND),-,IQTR656176505,"TSXV:RDR.P
Company: Rider Investment Capital Corp.
(IQT557234573) - 5/25/2018",Acquired
06/21/2019,Rider Investment Capital Corp.,Merger/Acquisition,Closed,"US Cryotherapy Holdings, LLC",-,IQTR626572197,"TSXV:RDR.P
Company: Rider Investment Capital Corp.
(IQT557234573) - 5/25/2018",Acquired
04/04/2019,Ring the Bell Capital Corp.,Merger/Acquisition,Closed,Arizona Metals Corp. (TSXV:AMC),-,IQTR608877992,"TSXV:RTB.P
Company: Ring the Bell Capital Corp.
(IQT547077774) - 3/28/2018",Acquired
06/26/2018,Ring the Bell Capital Corp.,Merger/Acquisition,Cancelled,Great Panther Mining Limited,-,IQTR572005065,"TSXV:RTB.P
Company: Ring the Bell Capital Corp.
(IQT547077774) - 3/28/2018",Acquired
09/09/2020,RiseTech Capital Corp. (TSXV:RTCC.P),Merger/Acquisition,Announced,Tantalus Systems Corp.,-,IQTR687694531,"TSXV:RTCC.P
Company: RiseTech Capital Corp.
(IQT576097373) - 12/7/2018",Operating
10/05/2020,RMG Acquisition Corp. (NYSE:RMG),Merger/Acquisition,Announced,"Romeo Systems, Inc.","RMG Sponsor, LLC",IQTR690860992,"NYSE:RMG
Company: RMG Acquisition Corp.
(IQT595949433) - 4/1/2019",Operating
12/09/2016,Roll-Up Capital Corp.,Merger/Acquisition,Closed,VR Resources Ltd. (TSXV:VRR),-,IQTR412646933,"TSXV:ROL.P
Company: Roll-Up Capital Corp.
(IQT312501964) - 11/5/2015",Acquired
05/01/2020,Roosevelt Capital Group Inc. (TSXV:ROSV.P),Merger/Acquisition,Announced,Cloud DX Inc.,-,IQTR667515909,"TSXV:ROSV.P
Company: Roosevelt Capital Group Inc.
(IQT612739956) - 8/21/2019",Operating
12/31/2019,Roosevelt Capital Group Inc. (TSXV:ROSV.P),Merger/Acquisition,Cancelled,Anahit International Corp.,-,IQTR649793832,"TSXV:ROSV.P
Company: Roosevelt Capital Group Inc.
(IQT612739956) - 8/21/2019",Operating
09/24/2019,Roosevelt Capital Group Inc. (TSXV:ROSV.P),Merger/Acquisition,Cancelled,Maxx Sports Technologies Limited,-,IQTR638194282,"TSXV:ROSV.P
Company: Roosevelt Capital Group Inc.
(IQT612739956) - 8/21/2019",Operating
11/16/2020,Roth CH Acquisition I Co. (NasdaqCM:ROCH),Merger/Acquisition,Announced,PureCycle Technologies LLC,"Roth Capital Partners, LLC; Craig-Hallum Capital Group LLC",IQTR695121254,"NasdaqCM:ROCH
Company: Roth CH Acquisition I Co.
(IQT652228758) - 7/14/2020",Operating
11/02/2020,Rozdil Capital Corporation (TSXV:ROZ.P),Merger/Acquisition,Announced,"Thiogenesis Therapeutics, Inc.",-,IQTR693849603,"TSXV:ROZ.P
Company: Rozdil Capital Corporation
(IQT608811548) - 7/16/2019",Operating
12/17/2018,"Sangsangin Ian No.1 Special Purpose Acquisition Co., Ltd. (KOSDAQ:A307870)",Merger/Acquisition,Closed,-,"Sangsangin Investment & Securities Co.,Ltd. (KOSE:A001290)",IQTR595658753,"KOSDAQ:A307870
Company: Sangsangin Ian No.1 Special Purpose Acquisition Co., Ltd.
(IQT589170915) - 12/12/2018",Operating
06/05/2019,Savanna Capital Corp. (TSXV:SAC.P),Merger/Acquisition,Cancelled,Varianz Corp.,-,IQTR618739746,"TSXV:SAC.P
Company: Savanna Capital Corp.
(IQT537787642) - 1/26/2018",Operating
09/01/2020,Schooner Capital Corp. (TSXV:SCH.P),Merger/Acquisition,Announced,1201361 B.C. Ltd.,-,IQTR686504930,"TSXV:SCH.P
Company: Schooner Capital Corp.
(IQT560117010) - 7/10/2018",Operating
06/01/2020,Schultze Special Purpose Acquisition Corp. (NasdaqCM:SAMA),Merger/Acquisition,Announced,Ecomedics S.A.S.,-,IQTR670871770,"NasdaqCM:SAMA
Company: Schultze Special Purpose Acquisition Corp.
(IQT593622777) - 1/9/2019",Operating Subsidiary
07/23/2020,Seashore Resource Partners Corp. (TSXV:SSH.P),Merger/Acquisition,Announced,Kingfisher Resources Ltd.,-,IQTR678390909,"TSXV:SSH.P
Company: Seashore Resource Partners Corp.
(IQT550589803) - 10/10/2018",Operating
11/02/2017,Seaside Exploration Partners Corp.,Merger/Acquisition,Closed,DelphX Capital Markets Inc. (TSXV:DELX),-,IQTR542514623,"TSXV:SSX.P
Company: Seaside Exploration Partners Corp.
(IQT427805559) - 10/26/2017",Acquired
11/28/2017,Sherpa Holdings Corp.,Merger/Acquisition,Closed,Nubeva Technologies Ltd. (TSXV:NBVA),-,IQTR545109509,"TSXV:SHR.P
Company: Sherpa Holdings Corp.
(IQT542896247) - 11/16/2017",Acquired
08/18/2020,Shine Box Capital Corp. (TSXV:RENT.P),Merger/Acquisition,Announced,Ciscom Corp.,-,IQTR684249562,"TSXV:RENT.P
Company: Shine Box Capital Corp.
(IQT599311128) - 12/6/2019",Operating
03/27/2017,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,-,"Shinhan Investment Corp., Investment Arm",IQTR424725454,"KOSDAQ:A257730
Company: Shinhan 3rd Special Purpose Acquisition Co., Ltd.
(IQT421256091) - 2/23/2017",Operating
03/03/2017,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"With Investment Co., Ltd.",-,IQTR422245204,"KOSDAQ:A257730
Company: Shinhan 3rd Special Purpose Acquisition Co., Ltd.
(IQT421256091) - 2/23/2017",Operating
08/21/2020,Shinhan 5th Special Purpose Acquisition Company (KOSDAQ:A323230),Merger/Acquisition,Announced,"Mfm Korea Co., Ltd. (XKON:A251960)",CENTROID Investment Partners,IQTR684707121,"KOSDAQ:A323230
Company: Shinhan 5th Special Purpose Acquisition Company
(IQT610723675) - 6/19/2019",Operating
07/26/2019,Shinyoung HappyTomorrow No.4 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"IL Science Co., Ltd. (KOSDAQ:A307180)","KB Securities Co., Ltd., Investment Arm",IQTR634779424,"KOSDAQ:A307180
Company: Shinyoung HappyTomorrow No.4 Special Purpose Acquisition Company
(IQT590993078) - 12/21/2018",Acquired
10/24/2019,Shooting Star Acquisition Corp. (TSXV:SSSS.P),Merger/Acquisition,Announced,Astor Holdings Ltd.,-,IQTR641617776,"TSXV:SSSS.P
Company: Shooting Star Acquisition Corp.
(IQT597039146) - 6/6/2019",Operating
09/11/2017,Silver Falcon plc,Merger/Acquisition,Closed,Hemogenyx Pharmaceuticals Plc (LSE:HEMO),"Optiva Securities Limited, Asset Management Arm",IQTR537128459,"LSE:SILF
Company: Silver Falcon plc
(IQT316417102) - 11/9/2015",Acquired
02/17/2017,Simian Global Plc,Merger/Acquisition,Closed,Grand Vision Media Holdings Plc (LSE:GVMH),-,IQTR420369990,"LSE:GVMH
Company: Simian Global Plc
(IQT415741355) - 1/10/2017",Acquired
06/25/2018,Sirius Acquisitions Holding Company III,Merger/Acquisition,Closed,"Sirius International Insurance Group, Ltd. (NasdaqGS:SG)","Easterly Acquisition Sponsor, LLC",IQTR571878230,"NasdaqGM:EACQ
Company: Sirius Acquisitions Holding Company III
(IQT311939146) - 10/2/2015",Operating Subsidiary
06/29/2016,Sirius Acquisitions Holding Company III,Merger/Acquisition,Cancelled,"Sungevity, Inc.",-,IQTR369833160,"NasdaqGM:EACQ
Company: Sirius Acquisitions Holding Company III
(IQT311939146) - 10/2/2015",Operating Subsidiary
09/29/2020,"Sk Acpc No.4 Special Purpose Acquisition Co., Ltd. (KOSDAQ:A307070)",Merger/Acquisition,Announced,"Wing's Foot.,Inc.","Alliance Capital Partners Co., Ltd.",IQTR690247411,"KOSDAQ:A307070
Company: Sk Acpc No.4 Special Purpose Acquisition Co., Ltd.
(IQT589950980) - 12/7/2018",Operating
08/29/2016,"SK No.2 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"MP Hankang CO., Ltd. (KOSDAQ:A219550)","Daishin Asset Management Co., Ltd.",IQTR382165167,"KOSDAQ:A219550
Company: SK No.2 Special Purpose Acquisition Co., Ltd.
(IQT304110011) - 7/22/2015",Acquired
04/27/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Cancelled,"SGA Systems Co., Ltd.","KB Asset Management Co., Ltd.; EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); KTB Asset Management Co., Ltd; NH Investment & Securities Co., Ltd., Asset Management Arm; DB Savings Bank Co., Ltd.; Brain Asset Management Co., Ltd.; SK Securities Private Equity; LX Investment Co., Ltd.",IQTR429066339,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
04/25/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"DB Savings Bank Co., Ltd.",-,IQTR428630303,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
01/19/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"KTB Asset Management Co., Ltd",-,IQTR417324905,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
01/03/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR414953196,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
11/28/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,-,SK Securities Private Equity,IQTR410955679,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
11/23/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,SK Securities Private Equity,-,IQTR410749877,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
11/22/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"LX Investment Co., Ltd.",-,IQTR410672671,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
