All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Company Status [Target/Issuer],M&A Closed Date
09/10/2015,KB No.6 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Thumbage Co., Ltd. (KOSDAQ:A208640)","DGB Asset Management Co., Ltd.; KB Investment & Securities Co., Ltd., Investment Arm",IQTR311128348,Blank Checks (Primary),Acquired,04/26/2016
09/08/2015,Cambridge Holdco Corp,-,Merger/Acquisition,Closed,-,Ability Inc. (OTCPK:ABIL.F),"Davidson Kempner Capital Management LP; AQR Capital Management, LLC; Seneca Capital Advisors, LLC; BIP GP LLC; Basso Capital Management, L.P.; Polar Asset Management Partners Inc.; Castle Creek Arbitrage, LLC; Cambridge Capital LLC",IQTR310952838,Blank Checks (Primary),Acquired,12/23/2015
09/04/2015,"Korea No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Alliance Capital Partners Co., Ltd.",-,IQTR310765108,Blank Checks,Acquired,09/04/2015
09/03/2015,"KTB Special Purpose Acquisition Company 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Widwin Investment Co., Ltd.",-,IQTR310690337,Blank Checks (Primary),Acquired,09/03/2015
09/01/2015,Whiteknight Acquisitions III Inc.,-,Merger/Acquisition,Closed,-,Delivra Corp.,-,IQTR310491685,Blank Checks (Primary),Acquired,12/21/2015
08/11/2015,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",IQTR309054688,Blank Checks (Primary),Acquired,08/11/2015
07/31/2015,Dominion General Investment Corporation,-,Merger/Acquisition,Closed,-,Hampton Financial Corporation (TSXV:HFC),-,IQTR308194363,Blank Checks (Primary),Acquired,07/29/2016
07/28/2015,"CAPE-ES Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Hanwool Co., Ltd.",-,IQTR307850915,Blank Checks (Primary),Acquired,07/28/2015
07/14/2015,"Korea No.2 Special Purpose Acquisition Co.,LTD.",-,Merger/Acquisition,Closed,-,"Benoholdings, Inc. (KOSDAQ:A206400)","Hanwha Asset Management Co. Ltd.; Daishin Asset Management Co., Ltd.; SV Investment Corporation (KOSDAQ:A289080); SV Partners Co. Ltd.; Korea Investment & Securities Co., Ltd., Investment Arm; SV Adviser",IQTR306709758,Blank Checks,Acquired,12/21/2015
07/06/2015,KB No.3 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR306045298,Blank Checks (Primary),Acquired,07/06/2015
07/03/2015,KB No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,-,"NH Investment & Securities Co., Ltd., Investment Arm",IQTR306268767,Blank Checks (Primary),Acquired,07/03/2015
07/01/2015,Andes 6 Inc.,-,Merger/Acquisition,Closed, 0.04 ,-,-,IQTR305708039,Blank Checks (Primary),Acquired,07/01/2015
06/23/2015,"HI Special Purpose Acquisition Company III Co.,Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR304682215,Blank Checks (Primary),Acquired,06/23/2015
06/19/2015,"HI Special Purpose Acquisition Company III Co.,Ltd.",-,Merger/Acquisition,Closed,-,"Plus A Partners Co., Ltd.",-,IQTR304449759,Blank Checks (Primary),Acquired,06/19/2015
06/19/2015,Kyobo 3 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Biolog Device Co., Ltd. (KOSDAQ:A208710)","Daishin Asset Management Co., Ltd.; KOREITASSET Management Company Limited",IQTR304457550,Blank Checks (Primary),Acquired,11/26/2015
06/17/2015,Northern Aspect Resources Ltd.,-,Merger/Acquisition,Closed,-,North Peak Resources Ltd. (TSXV:NPR),-,IQTR304305551,Blank Checks (Primary),Acquired,11/04/2015
06/15/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Alliance Capital Partners Co., Ltd., Asset Management Arm",-,IQTR304017874,Blank Checks (Primary),Acquired,06/15/2015
06/12/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR303818219,Blank Checks (Primary),Acquired,06/12/2015
06/11/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Kiwoom Asset Management Co., Ltd.",-,IQTR303716265,Blank Checks (Primary),Acquired,06/11/2015
06/09/2015,"Global Defense & National Security Systems, Inc.",-,Merger/Acquisition,Closed,-,"STG Group, Inc. (OTCPK:STGG.Q)","Glazer Capital, LLC; HighVista Strategies LLC; Polar Asset Management Partners Inc.; Bulldog Investors, LLC; Global Defense & National Security Holdings LLC",IQTR303442467,Blank Checks (Primary),Acquired,11/23/2015
05/22/2015,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Kiwoom Asset Management Co., Ltd.; MG Investment Inc.",-,IQTR301952734,Blank Checks (Primary),Acquired,05/22/2015
05/22/2015,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR303296293,Blank Checks (Primary),Acquired,05/22/2015
05/20/2015,Orletto Capital Inc.,-,Merger/Acquisition,Closed,-,Devonian Health Group Inc. (TSXV:GSD),-,IQTR301734385,Blank Checks (Primary),Acquired,05/15/2017
05/19/2015,Genview Capital Corp.,-,Merger/Acquisition,Closed,-,Hempco Food and Fiber Inc.,-,IQTR301646922,Blank Checks (Primary),Acquired,04/15/2016
05/19/2015,71 Capital Corp.,-,Merger/Acquisition,Closed,-,Prodigy Ventures Inc. (TSXV:PGV),-,IQTR301649429,Blank Checks (Primary),Acquired,09/11/2015
05/12/2015,"NH Special Purpose Acquisition 5 Co., Ltd.",-,Merger/Acquisition,Closed,-,"ANDA Asset Management Co., Ltd.",-,IQTR300932950,Blank Checks (Primary),Acquired,05/12/2015
05/12/2015,"NH Special Purpose Acquisition 5 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Alliance Capital Partners Co., Ltd.",-,IQTR300956027,Blank Checks (Primary),Acquired,05/12/2015
05/12/2015,Capstream Ventures Inc.,-,Merger/Acquisition,Closed,-,Axion Ventures Inc. (TSXV:AXV),Primarius Capital Corp.,IQTR301039281,Blank Checks (Primary),Acquired,05/11/2016
05/06/2015,Quartet Resources Limited,-,Merger/Acquisition,Closed,-,Lifestyle Global Brands Limited (TSXV:GBE),VLFT 1 limited,IQTR297081095,Blank Checks (Primary),Acquired,10/15/2015
04/27/2015,Sino Mercury Acquisition Corp.,-,Merger/Acquisition,Closed,-,Wins Finance Holdings Inc. (OTCPK:WINS.F),"Polar Asset Management Partners Inc.; Bulldog Investors, LLC",IQTR292557391,Blank Checks (Primary),Acquired,10/26/2015
04/23/2015,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",-,Merger/Acquisition,Closed,-,"DGB Asset Management Co., Ltd.",-,IQTR292196804,Blank Checks (Primary),Acquired,04/23/2015
04/23/2015,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR292201464,Blank Checks (Primary),Acquired,04/23/2015
04/21/2015,Golden Sun Capital Inc.,-,Merger/Acquisition,Closed,-,Voyageur Pharmaceuticals Ltd. (TSXV:VM),-,IQTR292014785,Blank Checks (Primary),Acquired,03/02/2017
04/10/2015,"NH Special Purpose Acquisition 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",IQTR290888809,Blank Checks (Primary),Acquired,04/10/2015
04/09/2015,"NH Special Purpose Acquisition 2nd CO., LTD.",-,Merger/Acquisition,Closed,-,-,"Baro Savings Bank, Asset Management Arm",IQTR290736193,Blank Checks (Primary),Acquired,04/09/2015
04/02/2015,"NH Special Purpose Acquisition 2nd CO., LTD.",-,Merger/Acquisition,Closed,-,-,Dream Asset Management Co. Ltd.,IQTR290204712,Blank Checks (Primary),Acquired,04/02/2015
03/31/2015,"NH Special Purpose Acquisition 2nd CO., LTD.",-,Merger/Acquisition,Closed,-,Boditech Med Inc. (KOSDAQ:A206640),"Daishin Asset Management Co., Ltd.; NH Investment & Securities Co., Ltd., Investment Arm; G.N.TECH Venture Capital Co., Ltd.; Shinhan Financial Group Co. Ltd., Asset Management Arm; Ace Investment & Finance Co., Ltd.; Dream Asset Management Co. Ltd.; Baro Savings Bank, Asset Management Arm; eBest Investment Securities Co., Ltd., Investment Arm; Synergy IB Investment Co., Ltd.",IQTR289987713,Blank Checks (Primary),Acquired,08/31/2015
03/30/2015,Omni Commerce Corp.,-,Merger/Acquisition,Closed, 0.247 ,-,-,IQTR289952005,Blank Checks (Primary),Acquired,03/27/2015
03/27/2015,"Hyundai Dream Together 2nd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"STUDIO SANTA CLAUS ENTERTAINMENT Co., Ltd. (KOSDAQ:A204630)","EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); Daishin Asset Management Co., Ltd.; Eugene Asset Management Co., Ltd.",IQTR289970205,Blank Checks (Primary),Acquired,09/15/2015
03/26/2015,"Woori Special Purpose Acquisition 2 Co., Ltd.",-,Merger/Acquisition,Closed,-,-,Dream Asset Management Co. Ltd.,IQTR289498614,Blank Checks (Primary),Acquired,03/26/2015
03/26/2015,Haversham Holdings plc,-,Merger/Acquisition,Closed,-,BCA Marketplace plc,INVESCO Asset Management Limited; Artemis Investment Management LLP,IQTR289522464,Blank Checks (Primary),Acquired,04/02/2015
03/17/2015,INT Corporation Limited,-,Merger/Acquisition,Closed,-,Design Milk Co Limited (ASX:AHL),"QSR Pty Ltd.; La Jolla Cove Investors, Inc.; Jaspar Investments Proprietary Limited; Haydalex Pty Ltd.; Copulos Group of Companies; Polfam Pty. Ltd.; Holloway Cove Pty. Ltd.; HSBC Custody Nominees (Australia) Limited; Newpage Pty. Ltd.; Jetan Pty Ltd, Asset Management Arm; Bela Tegeuse Pty Limited",IQTR288614177,Blank Checks (Primary),Acquired,07/24/2015
03/17/2015,KB No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Action Square CO., LTD. (KOSDAQ:A205500)","Samsung Asset Management Co., Ltd.; EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); Daishin Asset Management Co., Ltd.; Eugene Asset Management Co., Ltd.; NH Investment & Securities Co., Ltd., Investment Arm; Shinhan Investment Corp., Investment Arm; KB Investment & Securities Co., Ltd., Investment Arm",IQTR289013525,Blank Checks (Primary),Acquired,10/05/2015
03/13/2015,KB No.6 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,-,"DGB Asset Management Co., Ltd.",IQTR288364917,Blank Checks (Primary),Acquired,03/13/2015
03/12/2015,Zeta Acquisition Corp. III,-,Merger/Acquisition,Closed,-,"Kura Oncology, Inc. (NasdaqGS:KURA)",-,IQTR288380027,Blank Checks (Primary),Acquired,03/06/2015
03/10/2015,KB No.6 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,-,"DGB Asset Management Co., Ltd.",IQTR287736500,Blank Checks (Primary),Acquired,03/10/2015
03/10/2015,Capitol Acquisition Corp. II,-,Merger/Acquisition,Closed,-,"Lindblad Expeditions Holdings, Inc. (NasdaqCM:LIND)",Venturehouse Group LLC,IQTR288107747,Blank Checks (Primary),Acquired,07/08/2015
03/05/2015,Kiwoom No. 2 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed, 0.406 ,"Shinhan Investment Corp., Investment Arm","Kiwoom Investment Co., Ltd.",IQTR288393198,Blank Checks (Primary),Acquired,03/02/2015
03/04/2015,"Korea No.2 Special Purpose Acquisition Co.,LTD.",-,Merger/Acquisition,Closed,-,-,Hanwha Asset Management Co. Ltd.,IQTR287320869,Blank Checks,Acquired,03/04/2015
03/03/2015,Stratton Capital Corp.,-,Merger/Acquisition,Closed,-,"Engine Media Holdings, Inc. (TSXV:GAME)",DAS Capital Ltd.,IQTR286556458,Blank Checks (Primary),Acquired,10/20/2016
03/02/2015,KB No.3 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Prostemics Co., Ltd. (KOSDAQ:A203690)","DGB Asset Management Co., Ltd.; ST Ventures",IQTR286503576,Blank Checks (Primary),Acquired,09/15/2015
02/27/2015,Redline Resources Inc.,-,Merger/Acquisition,Closed,-,Palladium One Mining Inc. (TSXV:PDM),-,IQTR286403787,Blank Checks (Primary),Acquired,02/23/2016
02/17/2015,Sydys Corporation,-,Merger/Acquisition,Closed,-,Sydys Corporation,"Capital Growth Investment Trust; DIT Equity Holdings, LLC; FEQ Farms, LLC",IQTR285432156,Blank Checks (Primary),Acquired,02/20/2015
02/05/2015,KB No.3 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,-,MUST Asset Management Inc.,IQTR283731821,Blank Checks (Primary),Acquired,02/05/2015
01/27/2015,KB No.5 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,-,MUST Asset Management Inc.,IQTR282962325,Blank Checks (Primary),Acquired,01/27/2015
01/21/2015,"Hyundai Dream Together 2nd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR282547193,Blank Checks (Primary),Acquired,01/21/2015
01/15/2015,Space S.p.A.,-,Merger/Acquisition,Closed,-,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A. (BIT:FILA),Delfin S.a.r.l.; Generali Investments Europe S.p.A. SGR; GAM (Luxembourg) S.A.; Angelo Moratti S.a.p.a.; MOMentum Alternative Investments S.A.; Bolton Group International S.r.l.,IQTR282386710,Blank Checks (Primary),Acquired,05/27/2015
01/14/2015,KB No.5 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"eBest Investment Securities Co., Ltd., Investment Arm",-,IQTR282002377,Blank Checks (Primary),Acquired,01/14/2015
01/06/2015,"Hyundai Dream Together 2nd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR281138797,Blank Checks (Primary),Acquired,01/06/2015
01/06/2015,"NH Special Purpose Acquisition 2nd CO., LTD.",-,Merger/Acquisition,Closed,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR281145260,Blank Checks (Primary),Acquired,01/06/2015
01/05/2015,"NH Special Purpose Acquisition 2nd CO., LTD.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR281066007,Blank Checks (Primary),Acquired,01/05/2015
01/05/2015,Chart Acquisition Corp.,-,Merger/Acquisition,Closed,-,"Tempus Applied Solutions Holdings, Inc.","Fir Tree Partners; The Chart Group, L.P.; TD Asset Management, Inc.; AQR Capital Management, LLC; BlueMountain Capital Management LLC; Polar Asset Management Partners Inc.; Cowen Investment Advisors LLC; Citigroup Inc.,Banking and Securities Investments; Chart Acquisition Group LLC; Kendall Family Investments, LLC",IQTR281144427,Blank Checks (Primary),Acquired,07/31/2015
01/02/2015,Zaxis International Inc.,-,Merger/Acquisition,Closed,-,Virtual Crypto Technologies Inc.,-,IQTR280964438,Blank Checks (Primary),Acquired,07/14/2015
12/17/2014,Friday Capital Inc.,-,Merger/Acquisition,Closed,-,HIT Technologies Inc. (TSXV:HIT),-,IQTR280146282,Blank Checks (Primary),Acquired,06/10/2015
12/10/2014,Kiwoom No. 2 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"SGA Solutions Co.,Ltd. (KOSDAQ:A184230)","Kiwoom Securities Co., Ltd. (KOSE:A039490); EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); MUST Asset Management Inc.; Shinhan BNP Paribas Asset Management Co. Ltd; Dream Asset Management Co. Ltd.",IQTR279664685,Blank Checks (Primary),Acquired,05/27/2015
12/07/2014,Kyobo With Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"EXEM Co., Ltd. (KOSDAQ:A205100)","Eugene Asset Management Co., Ltd.; With Investment Co., Ltd.",IQTR279609023,Blank Checks (Primary),Acquired,06/17/2015
12/01/2014,Ovid Capital Ventures Inc.,-,Merger/Acquisition,Closed,-,Relevium Technologies Inc. (TSXV:RLV),E G I Holdings Corporation; The Ask Marketing Services Inc.,IQTR279065402,Blank Checks (Primary),Acquired,08/07/2015
11/28/2014,Aumento Capital IV Corporation,-,Merger/Acquisition,Closed,-,GreenSpace Brands Inc. (TSXV:JTR),-,IQTR278809788,Blank Checks (Primary),Acquired,04/30/2015
11/26/2014,"NAS Acquisition, Inc.",-,Merger/Acquisition,Closed,-,On the Move Corporation,-,IQTR288393987,Blank Checks (Primary),Acquired,11/05/2015
11/10/2014,"Eugene Special Purpose Acquisition 1 Co., Ltd.",-,Merger/Acquisition,Closed,-,"NANO Co., Ltd. (KOSDAQ:A187790)","MUST Asset Management Inc.; DGB Asset Management Co., Ltd.; Alliance Capital Partners Co., Ltd.",IQTR276440557,Blank Checks (Primary),Acquired,04/21/2015
11/05/2014,Mira IV Acquisition Corp.,-,Merger/Acquisition,Closed,-,Profound Medical Corp. (TSX:PRN),-,IQTR276139081,Blank Checks (Primary),Acquired,06/04/2015
10/27/2014,"Woori Special Purpose Acquisition 2 Co., Ltd.",-,Merger/Acquisition,Closed,-,Cube Entertainment Inc. (KOSDAQ:A182360),"Hungkuk Life Insurance Co., Ltd., Asset Management Arm; DGB Asset Management Co., Ltd.; Dream Asset Management Co. Ltd.; Alliance Capital Partners Co., Ltd., Asset Management Arm; EBEST Investment & Securities Co., Ltd., Asset Management Arm",IQTR275408302,Blank Checks (Primary),Acquired,04/07/2015
10/23/2014,Rodeo Capital III Corp.,-,Merger/Acquisition,Closed,-,good natured Products Inc. (TSXV:GDNP),Keith C. Inman Professional Corporation,IQTR275302121,Blank Checks (Primary),Acquired,03/26/2015
10/21/2014,Northeastern Group Inc.,-,Merger/Acquisition,Closed,-,Titanium Transportation Group Inc. (TSXV:TTR),-,IQTR275074619,Blank Checks (Primary),Acquired,04/01/2015
10/21/2014,Maple Power Capital Corporation,-,Merger/Acquisition,Closed,-,Must Capital Inc. (TSXV:MUST.H),-,IQTR292137028,Blank Checks (Primary),Acquired,06/12/2015
10/20/2014,Chrysalis Capital IX Corporation,-,Merger/Acquisition,Closed,-,Brattle Street Investment Corp. (TSXV:BRTL),"Chrysalis Capital Group, Inc., Asset Management Arm",IQTR274997609,Blank Checks (Primary),Acquired,07/07/2015
09/22/2014,Hennessy Capital Acquisition Corp.,-,Merger/Acquisition,Closed,-,Blue Bird Corporation (NasdaqGM:BLBD),-,IQTR286190757,Blank Checks (Primary),Acquired,02/24/2015
09/15/2014,Kirkcaldy Capital Corp.,-,Merger/Acquisition,Closed,-,Royal Road Minerals Limited (TSXV:RYR),"Sprott Resource Lending Corp., Asset Management Arm; Resource Capital Investment Corporation",IQTR272269322,Blank Checks (Primary),Acquired,04/15/2015
09/11/2014,Anergy Capital Inc.,-,Merger/Acquisition,Closed,-,Kraken Robotics Inc. (TSXV:PNG),-,IQTR278970129,Blank Checks (Primary),Acquired,02/18/2015
08/28/2014,Rodocanachi Capital Inc.,-,Merger/Acquisition,Closed,-,KDA Group Inc. (TSXV:KDA),-,IQTR280873732,Blank Checks (Primary),Acquired,01/08/2015
08/14/2014,Lingxian Capital Inc.,-,Merger/Acquisition,Closed,-,Crownia Holdings Ltd. (TSXV:CNH.H),-,IQTR270404790,Blank Checks (Primary),Acquired,09/11/2015
07/30/2014,Alpha Peak Leisure Inc.,-,Merger/Acquisition,Closed,-,Alpha Peak Leisure Inc. (TSXV:AAP.H),-,IQTR269404747,Blank Checks (Primary),Acquired,06/23/2015
07/10/2014,Abcana Capital Inc.,-,Merger/Acquisition,Closed,-,Casa Minerals Inc. (TSXV:CASA),-,IQTR268138142,Blank Checks (Primary),Acquired,12/05/2017
11/04/2013,Valiant Minerals Ltd.,-,Merger/Acquisition,Closed,-,Ventura Cannabis & Wellness Corporation,-,IQTR249798711,Blank Checks (Primary),Acquired,02/11/2015
07/11/2013,Pepcap Ventures Inc.,-,Merger/Acquisition,Closed,-,"Pepcap Resources, Inc. (TSXV:WAV.H)",-,IQTR242773097,Blank Checks (Primary),Acquired,04/30/2015
09/25/2020,Tekkorp Digital Acquisition Corp.,-,Merger/Acquisition,Closed, 0.005 ,-,Tekkorp JEMB LLC,IQTR693938023,Blank Checks (Primary),Operating,09/23/2020
07/20/2020,First Light Capital Corp (TSXV:XYZ.P),TSXV:XYZ.P,Merger/Acquisition,Closed, 0.074 ,Anacortes Management Ltd.,-,IQTR677738759,Blank Checks (Primary),Operating,06/17/2020
01/13/2020,Smartset Services Inc. (TSXV:SMAR.P),TSXV:SMAR.P,Merger/Acquisition,Closed, 0.019 ,-,-,IQTR650903286,Blank Checks (Primary),Operating,01/13/2020
12/05/2019,"Yuanta 5 SPECIAL PURPOSE ACQUISITION CO., LTD. (KOSDAQ:A336060)",KOSDAQ:A336060,Merger/Acquisition,Closed, 0.219 ,"Shinhan Investment Corp., Investment Arm",-,IQTR647587774,Blank Checks (Primary),Operating,11/28/2019
08/02/2019,Zhong Yuan Bio-Technology Holdings Limited,-,Merger/Acquisition,Closed,-,Zhong Yuan Bio-Technology Holdings Limited,-,IQTR636262964,Blank Checks (Primary),Operating,08/31/2019
07/11/2019,Karsten Energy Corp. (TSXV:KAY.H),TSXV:KAY.H,Merger/Acquisition,Closed, 0.076 ,-,-,IQTR629139572,Blank Checks (Primary),Operating,07/10/2019
12/17/2018,"Sangsangin Ian No.1 Special Purpose Acquisition Co., Ltd. (KOSDAQ:A307870)",KOSDAQ:A307870,Merger/Acquisition,Closed, 1.93 ,-,"Sangsangin Investment & Securities Co.,Ltd. (KOSE:A001290)",IQTR595658753,Blank Checks (Primary),Operating,12/12/2018
11/20/2018,"Entest Group, Inc. (OTCPK:ETNI)",OTCPK:ETNI,Merger/Acquisition,Closed, 0.325 ,-,"Bio-Technology Partners Business Trust; Regen BioPharma, Inc. (OTCPK:RGBP); Dunhill Ross Partners, Inc.; Bostonia Partners, Inc.",IQTR592083529,Blank Checks (Primary),Operating,11/27/2018
07/09/2018,"Vigilant Diversified Holdings, Inc.",-,Merger/Acquisition,Closed,-,"Intercap Partners, LLC",Vigil & Vigil Investments LLC,IQTR573434619,Blank Checks (Primary),Operating,06/30/2018
07/09/2018,"Vigilant Diversified Holdings, Inc.",-,Merger/Acquisition,Closed,-,"MT Capital Partners, LLC","Intercap Partners, LLC",IQTR573437240,Blank Checks (Primary),Operating,06/30/2018
06/12/2018,"Yuanta 3 SPECIAL PURPOSE ACQUISITION CO., LTD. (KOSDAQ:A287410)",KOSDAQ:A287410,Merger/Acquisition,Closed, 0.849 ,-,"Yuanta Securities Korea Co., Ltd., Investment Arm",IQTR571373867,Blank Checks (Primary),Operating,06/05/2018
04/04/2018,"Bally, Corp. (OTCPK:BLYQ)",OTCPK:BLYQ,Merger/Acquisition,Closed, 0.36 ,-,"Aureas Capital Co., Ltd.; NYJJ Investments Limited",IQTR558168019,Blank Checks (Primary),Operating,04/04/2018
11/30/2017,"Hanwha Ace  Special Purpose Acquisition 4th CO., LTD.",-,Merger/Acquisition,Closed,-,"With Investment Co., Ltd.",-,IQTR545413415,Blank Checks (Primary),Operating,11/30/2017
11/29/2017,"Hanwha Ace  Special Purpose Acquisition 4th CO., LTD.",-,Merger/Acquisition,Closed,-,Yurie asset Management Inc.,-,IQTR545256297,Blank Checks (Primary),Operating,11/29/2017
11/27/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Aurum Asset Management Co., Ltd.",IQTR545055828,Blank Checks (Primary),Operating,11/27/2017
11/24/2017,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd. (OTCPK:POYN)",OTCPK:POYN,Merger/Acquisition,Closed,-,-,-,IQTR549245327,Blank Checks (Primary),Operating,11/22/2017
11/21/2017,Monetiva Inc.,-,Merger/Acquisition,Closed,-,-,-,IQTR545229370,Blank Checks (Primary),Operating,11/01/2017
10/02/2017,"CRTM Holdings Co., Ltd.",-,Merger/Acquisition,Closed,-,Integral Corporation,"Advantage Partners, Inc.",IQTR539577553,Blank Checks (Primary),Operating,09/29/2017
09/14/2017,China King Spirit Group Ltd.,-,Merger/Acquisition,Closed,-,W.P. Acquisition Co,-,IQTR537535627,Blank Checks (Primary),Operating,09/11/2017
07/26/2017,Five Seasons XXII Pte. Ltd.,-,Merger/Acquisition,Closed, 79.83 ,Fullshare Investment Management II Limited,Fullshare Holdings Limited (SEHK:607),IQTR532393581,Blank Checks (Primary),Operating,07/26/2017
06/28/2017,Tikun Olam - Cannbit Pharmaceuticals Ltd (TASE:TKUN),TASE:TKUN,Merger/Acquisition,Closed, 0.143 ,Apex Capital Markets Ltd.,"Apex Issuances, Investment arm",IQTR529091944,Blank Checks,Operating,06/28/2017
06/27/2017,SMSA Crane Acquisition Corp. (OTCPK:SSCR),OTCPK:SSCR,Merger/Acquisition,Closed, 0.25 ,-,"Coquí RadioPharmaceuticals, Corp.",IQTR528567095,Blank Checks (Primary),Operating,06/26/2017
06/05/2017,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,HAN & Partners Asset Management,-,IQTR433141845,Blank Checks,Operating,06/05/2017
05/23/2017,Hi Ai 1st Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,Midas International Asset Management,-,IQTR431837045,Blank Checks (Primary),Operating,05/23/2017
05/15/2017,"Dongbu 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR430934875,Blank Checks (Primary),Operating,05/15/2017
05/11/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",-,Merger/Acquisition,Closed,-,"Aurum Asset Management Co., Ltd.",-,IQTR430525065,Blank Checks (Primary),Operating,05/11/2017
05/09/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",-,Merger/Acquisition,Closed,-,"With Investment Co., Ltd.",-,IQTR430169331,Blank Checks (Primary),Operating,05/09/2017
05/08/2017,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,-,"KTB Asset Management Co., Ltd",IQTR430047065,Blank Checks,Operating,05/08/2017
04/25/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"DB Savings Bank Co., Ltd.",-,IQTR428630303,Blank Checks (Primary),Operating,04/25/2017
04/14/2017,Committed Capital Acquisition Corporation II (OTCPK:CCAQ),OTCPK:CCAQ,Merger/Acquisition,Closed, 0.017 ,"KASPAC, LLC; KSSPAC, LLC; CCAC II, LLC; NOTESPAC, LLC; KIDSSPAC, LLC","P&P 2, LLC; Committed Capital Holdings II LLC; Elliot-Herbst LP",IQTR427833439,Blank Checks (Primary),Operating,09/19/2017
03/27/2017,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Shinhan Investment Corp., Investment Arm",IQTR424725454,Blank Checks (Primary),Operating,03/27/2017
03/23/2017,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Daishin Securities Co., Ltd. (KOSE:A003540)",IQTR424283252,Blank Checks (Primary),Operating,03/23/2017
